age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response,gender_new
30,1,10,47,2,22.2,2,4,3,0,1,1,f,2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
37,0,9,151,4,76,3,4,5,0,2,5,f,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
40,0,10,54,3,26.7,2,2,16,0,3,5,m,2,0,1,1,0,8,0,1,1,1,1,0,0,0,0,1,2
39,0,4,46,2,21.7,2,3,6,0,2,4,m,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2
39,1,19,21,1,10.6,1,1,0,0,1,2,f,5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
20,1,0,26,2,13.2,1,2,1,0,1,2,m,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
57,0,26,17,1,8.4,1,1,9,1,2,3,f,1,0,0,0,0,8,0,1,1,1,1,0,0,0,1,1,1
30,0,2,23,1,11.7,1,4,0,0,1,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
49,1,22,181,4,90.4,3,1,26,0,3,2,f,3,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
60,1,41,308,4,74.2,3,2,29,0,3,5,m,3,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,2
53,1,3,176,4,85.7,3,2,31,0,3,5,m,5,1,0,1,1,9,1,1,1,1,1,1,0,1,0,0,2
35,1,9,15,1,7.3,1,4,0,0,1,1,m,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
58,1,0,12,1,5.9,1,4,3,1,1,2,m,5,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,2
48,0,22,101,4,52.6,3,3,17,0,3,5,f,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1
52,0,10,439,4,80,3,4,21,0,3,4,f,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1
50,0,9,115,4,57.6,3,1,25,0,3,4,f,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
36,0,3,101,4,50.9,3,5,9,0,2,3,m,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,2
32,1,13,21,1,10.8,1,1,7,0,2,2,m,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2
46,0,25,35,2,17.5,2,2,1,0,1,1,f,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
32,1,5,38,2,18.6,2,4,7,0,2,2,f,3,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
55,0,21,56,3,27.3,2,1,26,0,3,5,m,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,2
43,0,19,67,3,33.4,3,4,4,0,1,2,m,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,2
42,0,2,120,4,62,3,1,21,0,3,4,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,2
20,1,0,24,1,11.4,1,1,0,0,1,2,f,4,0,0,0,0,8,0,1,1,1,1,0,1,0,1,1,1
30,0,2,51,3,26.8,2,2,1,0,1,2,f,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
24,0,3,13,1,6.5,1,1,0,0,1,1,m,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
26,1,2,23,1,11.8,1,2,7,0,2,2,m,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2
36,1,8,60,3,30.2,3,3,3,0,1,3,m,3,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,2
39,0,15,106,4,52.4,3,2,16,0,3,5,f,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
28,0,0,25,2,12.6,1,2,5,0,2,4,m,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
51,1,5,65,3,33,3,2,9,0,2,3,f,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
43,1,7,33,2,16.6,2,4,1,0,1,3,f,5,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
63,1,41,51,3,25.9,2,2,11,0,2,1,f,2,0,1,1,1,8,0,0,1,1,1,0,0,0,0,1,1
26,0,0,25,2,12.3,1,1,8,0,2,4,f,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
54,0,9,206,4,70.4,3,2,25,0,3,4,f,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
45,0,19,47,2,22.7,2,3,5,0,2,1,f,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
35,1,5,46,2,22.9,2,4,2,0,1,4,f,2,0,0,1,0,9,1,0,1,1,1,0,0,0,1,1,1
35,1,8,17,1,8.6,1,3,1,0,1,2,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
38,0,10,41,2,20.1,2,5,0,0,1,4,m,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,2
55,0,5,45,2,22.3,2,1,8,0,2,5,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
59,0,15,23,1,11.4,1,4,2,0,1,2,f,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
40,1,12,95,4,48.2,3,1,14,0,2,5,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
66,1,3,58,3,29.3,2,4,15,0,3,3,f,2,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
47,1,2,195,4,96.4,3,4,22,0,3,5,m,5,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,2
34,0,8,68,3,33.8,3,4,3,0,1,1,m,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2
47,1,28,63,3,32,3,2,19,0,3,5,f,4,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
20,0,1,18,1,9.2,1,2,0,0,1,3,f,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1
48,1,20,39,2,19.2,2,5,1,0,1,1,m,2,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,2
41,1,18,42,2,21.9,2,2,6,0,2,2,f,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
25,1,3,43,2,21.4,2,3,0,0,1,1,m,4,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,2
21,1,2,33,2,16.7,2,2,1,0,1,2,m,4,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,2
38,1,8,130,4,64.6,3,1,19,0,3,3,m,3,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,2
27,1,7,48,2,24.4,2,1,8,0,2,3,m,5,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,2
31,1,11,24,1,11.7,1,2,1,0,1,2,m,5,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2
37,0,4,34,2,16.8,2,5,10,0,2,4,f,2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
38,1,7,40,2,19.2,2,3,15,0,3,4,f,5,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
42,1,14,79,4,39.4,3,4,3,0,1,3,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
37,0,15,72,3,36.2,3,4,9,0,2,4,f,1,1,1,1,1,9,1,1,1,1,1,1,0,1,1,1,1
59,1,8,41,2,19.8,2,2,12,0,2,4,f,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1
48,1,29,184,4,92.7,3,4,24,0,3,2,f,2,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1
24,1,0,21,1,10.5,1,3,0,0,1,1,f,9,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
40,1,14,54,3,27,2,3,17,0,3,5,f,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
43,0,19,107,4,53.6,3,4,11,0,2,4,m,2,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,2
49,1,13,72,3,36.5,3,1,16,0,3,3,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
37,0,2,23,1,11.1,1,2,1,0,1,2,m,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2
31,0,11,27,2,13.3,1,5,0,0,1,4,m,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,2
45,1,5,128,4,63.7,3,4,9,0,2,5,f,4,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
63,0,1,40,2,19.2,2,1,13,0,2,5,m,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,2
35,0,3,57,3,28.7,2,4,10,0,2,1,f,4,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1
38,1,6,121,4,61.3,3,3,13,0,2,5,m,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2
31,1,3,16,1,8,1,4,0,0,1,1,m,2,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,2
66,0,15,61,3,29.7,2,1,30,1,3,4,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
64,0,4,45,2,22.9,2,4,19,0,3,1,f,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
38,0,15,125,4,60.9,3,4,8,0,2,2,f,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
44,0,17,39,2,20.1,2,4,3,0,1,3,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2
41,1,10,71,3,36.1,3,2,5,0,2,4,m,2,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,2
35,1,12,47,2,23.9,2,2,4,0,1,3,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
53,1,30,27,2,12.9,1,1,0,0,1,1,m,2,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2
35,1,10,43,2,21.2,2,1,17,0,3,4,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
50,1,20,140,4,71.4,3,2,20,0,3,4,m,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2
68,0,44,419,4,79.9,3,2,38,0,3,5,f,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
51,1,8,53,3,26.1,2,4,27,0,3,4,f,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
50,1,14,49,2,24.1,2,4,15,0,3,4,m,4,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,2
23,1,0,20,1,9.7,1,1,1,0,1,3,f,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
48,1,1,147,4,75.2,3,5,20,0,3,2,m,3,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,2
41,0,22,39,2,19.1,2,1,20,0,3,3,m,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,2
40,0,7,18,1,9,1,3,5,0,2,3,f,2,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1
52,1,27,35,2,18.1,2,2,8,0,2,5,m,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,2
61,1,34,230,4,74.6,3,3,32,0,3,2,f,4,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
32,0,5,27,2,13.8,1,3,2,0,1,3,f,2,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
41,0,19,64,3,32.4,3,3,13,0,2,4,f,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1
69,1,28,13,1,6.4,1,1,10,1,2,5,m,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
56,0,30,335,4,81.1,3,1,38,0,3,5,f,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
37,1,7,99,4,49.8,3,4,11,0,2,4,m,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2
23,0,0,32,2,15.7,2,3,1,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
68,1,6,9,1,4.5,1,2,2,1,1,3,m,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
35,0,3,34,2,17,2,3,4,0,1,3,m,4,0,1,0,0,9,0,0,1,1,1,0,0,0,0,1,2
23,0,0,19,1,9.4,1,2,3,0,1,2,m,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,2
48,0,5,111,4,55.2,3,4,18,0,3,3,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1
22,1,2,27,2,13.6,1,3,0,0,1,1,f,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
26,1,7,29,2,14.5,1,2,5,0,2,1,m,4,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,2
50,0,9,141,4,69.7,3,3,22,0,3,4,m,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2
44,1,5,37,2,18.7,2,2,1,0,1,2,m,5,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,2
38,0,9,30,2,14.5,1,5,10,0,2,3,m,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,2
23,1,0,17,1,8.5,1,2,0,0,1,1,f,3,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1
39,0,5,59,3,28.8,2,2,12,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
52,1,31,87,4,42.8,3,4,6,0,2,4,f,2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1
27,1,5,37,2,18.4,2,2,5,0,2,1,m,4,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,2
39,1,1,54,3,28.1,2,4,13,0,2,4,m,3,0,0,1,0,9,0,0,1,1,1,0,1,0,1,0,2
63,1,1,19,1,9.4,1,1,13,1,2,5,f,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1
64,1,24,13,1,6.3,1,1,25,1,3,5,m,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2
49,1,27,88,4,44.5,3,1,31,0,3,5,m,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2
51,0,29,75,4,37.3,3,4,4,0,1,4,m,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,2
36,0,1,31,2,14.9,1,4,5,0,2,3,m,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
30,1,10,63,3,31.7,3,4,5,0,2,3,m,3,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,2
54,1,26,91,4,45.1,3,2,15,0,3,4,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
43,1,17,44,2,22.1,2,4,10,0,2,3,m,2,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2
61,1,0,102,4,51.9,3,5,14,0,2,4,m,3,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,2
47,0,9,20,1,9.5,1,1,4,0,1,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
55,0,2,92,4,45.7,3,1,14,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2
61,1,15,260,4,74.1,3,2,35,0,3,5,f,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
39,1,18,75,4,37.1,3,2,17,0,3,5,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
51,1,22,169,4,83.8,3,2,20,0,3,3,m,2,1,1,0,0,9,1,1,1,1,1,0,1,0,0,1,2
53,0,3,198,4,99.4,3,4,24,0,3,4,f,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1
51,1,0,169,4,83.5,3,1,34,0,3,3,f,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
49,1,18,53,3,26,2,4,0,0,1,1,f,5,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
66,0,9,84,4,42.3,3,1,10,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
34,1,13,49,2,24.8,2,1,3,0,1,2,f,4,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
56,0,7,98,4,48.9,3,2,27,0,3,5,f,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
33,0,3,88,4,43.1,3,4,4,0,1,1,m,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,2
34,1,10,108,4,53.9,3,4,5,0,2,4,f,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
40,0,4,45,2,22.4,2,3,10,0,2,4,f,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
64,0,25,115,4,56.5,3,3,24,0,3,4,f,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
23,1,3,17,1,8.4,1,3,1,0,1,1,f,4,0,0,1,0,9,0,1,1,1,1,0,1,0,0,0,1
40,1,0,93,4,47.1,3,1,22,0,3,4,f,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
27,0,4,23,1,11.5,1,4,1,0,1,2,m,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2
37,1,11,39,2,19.2,2,2,6,0,2,1,m,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2
42,0,19,102,4,51.2,3,3,10,0,2,5,f,3,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
19,1,0,14,1,6.9,1,2,0,0,1,1,m,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2
41,0,19,26,2,13.1,1,2,9,0,2,2,m,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2
38,1,16,141,4,70.1,3,3,15,0,3,5,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
50,1,5,84,4,40.6,3,5,16,0,3,4,f,2,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
40,0,19,31,2,15.5,2,5,2,0,1,4,f,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
40,1,20,83,4,42,3,3,10,0,2,4,f,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
58,0,31,95,4,46.8,3,2,12,0,2,4,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2
45,1,19,91,4,46.7,3,2,17,0,3,3,m,5,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,2
37,1,1,86,4,42,3,2,15,0,3,5,f,5,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1
41,0,8,55,3,26.2,2,4,13,0,2,3,m,3,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,2
59,1,3,607,4,68.1,3,2,39,0,3,5,f,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
44,1,10,139,4,68.4,3,3,11,0,2,4,m,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2
22,0,3,16,1,7.9,1,4,0,0,1,2,f,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1
52,0,31,125,4,61.2,3,4,20,0,3,5,f,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
47,0,11,81,4,39.2,3,4,8,0,2,5,m,2,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,2
42,0,23,50,3,25.2,2,3,10,0,2,3,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
40,1,14,28,2,13.9,1,1,4,0,1,4,m,2,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,2
25,0,4,25,2,12.4,1,1,8,0,2,4,m,4,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2
44,1,9,126,4,63.6,3,5,13,0,2,5,f,2,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1
48,1,17,46,2,22.2,2,3,3,0,1,5,m,3,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,2
52,1,12,445,4,72.1,3,5,20,0,3,5,m,3,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,2
64,0,31,13,1,6.6,1,4,10,1,2,3,f,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
36,1,1,26,2,12.7,1,1,1,0,1,2,m,6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2
36,0,8,54,3,27.4,2,3,5,0,2,4,m,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,2
32,0,7,42,2,20.7,2,3,9,0,2,3,f,2,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1
54,1,32,56,3,27,2,3,1,0,1,2,f,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
44,1,19,19,1,9.4,1,5,5,0,2,5,f,2,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1
47,0,13,195,4,97.1,3,3,20,0,3,3,m,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,2
46,1,25,87,4,44.4,3,1,25,0,3,3,m,2,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,2
43,1,23,26,2,12.9,1,3,1,0,1,3,f,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
43,1,0,172,4,85.5,3,2,19,0,3,5,f,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
44,1,22,103,4,50.3,3,3,11,0,2,3,f,4,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
61,1,32,66,3,33,3,1,20,0,3,4,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
19,1,0,16,1,8.1,1,2,0,0,1,2,m,5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,2
65,0,18,89,4,44.5,3,2,14,0,2,3,f,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
68,1,43,9,1,4.6,1,1,6,1,2,2,f,3,1,1,1,1,9,0,0,0,0,0,0,1,0,0,1,1
54,0,30,275,4,73.4,3,1,37,0,3,3,f,1,0,1,1,1,9,1,1,1,1,1,0,0,0,0,1,1
50,1,5,167,4,82.9,3,2,27,0,3,4,f,2,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
36,1,7,50,3,24.5,2,4,7,0,2,3,f,6,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
29,1,3,18,1,8.8,1,2,7,0,2,5,f,4,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
47,1,25,30,2,14.9,1,1,3,0,1,4,m,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2
62,0,31,182,4,90.7,3,5,13,0,2,3,m,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2
32,0,13,28,2,14.1,1,1,7,0,2,3,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1
40,1,17,81,4,40.8,3,3,6,0,2,2,m,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2
37,1,1,21,1,11,1,2,3,0,1,3,f,3,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1
54,0,15,68,3,33.9,3,1,23,0,3,4,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1
25,0,0,43,2,21.5,2,2,0,0,1,1,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2
51,1,32,92,4,45.7,3,2,13,0,2,4,f,2,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
41,1,20,84,4,42.2,3,4,5,0,2,3,m,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2
41,0,6,26,2,12.9,1,2,1,0,1,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
39,0,4,173,4,85,3,5,10,0,2,4,f,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
49,0,17,122,4,62.2,3,1,19,0,3,5,m,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,2
42,0,12,83,4,41.5,3,1,20,0,3,4,m,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2
48,1,15,72,3,36.1,3,1,13,0,2,5,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
38,1,19,42,2,20.8,2,1,14,0,2,4,f,4,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
35,1,0,21,1,10.5,1,4,0,0,1,3,m,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,2
26,0,7,102,4,50.6,3,5,0,0,1,1,m,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,2
59,0,40,58,3,29.1,2,3,7,0,2,2,m,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,2
57,1,36,122,4,60.5,3,2,15,0,3,5,m,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,2
57,1,15,223,4,76,3,3,33,0,3,2,m,2,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2
32,0,0,50,3,25.4,2,1,5,0,2,2,m,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2
33,0,4,37,2,18.2,2,2,7,0,2,1,f,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1
37,1,17,166,4,83.6,3,4,12,0,2,2,m,5,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,2
42,1,7,57,3,27.8,2,4,12,0,2,3,f,5,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
51,1,8,22,1,10.7,1,1,3,0,1,2,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
41,1,21,29,2,14.1,1,1,11,0,2,5,f,6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
52,0,20,68,3,33.7,3,1,17,0,3,5,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,2
37,0,10,37,2,18.6,2,2,8,0,2,3,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
61,1,30,352,4,81.5,3,1,41,0,3,4,m,3,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,2
34,1,7,29,2,14.1,1,3,1,0,1,1,m,5,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2
22,0,1,22,1,10.9,1,1,2,0,1,3,f,4,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1
45,1,18,86,4,42.5,3,4,22,0,3,5,m,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,2
48,1,1,80,4,40.3,3,2,23,0,3,5,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
37,1,2,46,2,22.8,2,5,7,0,2,4,f,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
28,1,5,79,4,39.2,3,5,1,0,1,5,f,6,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
47,1,13,79,4,39.5,3,3,10,0,2,4,f,5,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
48,1,2,245,4,74.4,3,3,27,0,3,3,f,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
38,1,10,84,4,42.3,3,2,13,0,2,5,f,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
30,0,7,33,2,16.3,2,2,2,0,1,3,m,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2
51,0,28,156,4,78,3,1,28,0,3,4,m,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,2
34,0,8,61,3,31.2,3,3,11,0,2,3,m,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,2
39,1,9,22,1,11.1,1,2,10,0,2,1,m,4,0,1,0,0,8,0,0,1,1,1,0,1,0,1,1,2
32,1,4,63,3,31.1,3,4,7,0,2,4,f,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
22,0,3,21,1,10.3,1,3,0,0,1,2,f,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
46,1,17,30,2,14.8,1,2,3,0,1,3,f,5,0,0,0,0,9,0,0,1,1,1,0,1,0,1,1,1
38,0,14,74,3,36.4,3,4,14,0,2,5,f,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
